Организация;Номер актива;Серийный номер;Описание актива;Группа активов;Критичность;Номер родительского актива
Ч20;АПР-ОХЛ@000000058;Ч134836;Охладитель деаэрированной воды;АПР-ОХЛ-ОДВ2;Высокий;Ч.ТЭЦ.8.ПДУ.ОДВ2
Ч20;АПР-ОХЛ@000000059;Ч134837;Охладитель деаэрированной воды;АПР-ОХЛ-ОДВ3;Высокий;Ч.ТЭЦ.8.ПДУ.ОДВ3
Ч20;АПР-ОХЛ@000000060;Ч134838;Система охлаждения;АПР-ОХЛ-СО-ТГ5;Высокий;Ч.ТЭЦ.8.ТА5.ПТ.СО
Ч20;АПР-ПДГ@000000097;Ч134839;Подогреватель хим обесоленной воды lotus BEM WS-34,96-130265/3;АПР-ПДГ- LOTUS-BE WS-3496-;Высокий;Ч.ТЭЦ.8.ПДУ.ПХОВ1
Ч20;АПР-ПДГ@000000098;Ч134840;Основной бойлер (подогреватель сетевой воды ПСВ-315-14-23);АПР-ПДГ-315-14-23;Высокий;Ч.ТЭЦ.8.ТС.ОБ2
Ч20;АПР-ПДГ@000000099;Ч134841;Основной бойлер (подогреватель сетевой воды ПСВ-315-3-23);АПР-ПДГ-315-3-23;Высокий;Ч.ТЭЦ.8.ТС.ОБ1
Ч20;АПР-ПДГ@000000100;Ч134842;Основной бойлер (подогреватель сетевой воды ПСВ-315-14-23);АПР-ПДГ-315-3-23;Высокий;Ч.ТЭЦ.8.ТС.ОБ3
Ч20;АПР-ПДГ@000000101;Ч134843;Подогреватель хим обесоленной воды lotus BEM WS-34,96-130265/4;АПР-ПДГ-LOTUS-BE WS-3496;Высокий;Ч.ТЭЦ.8.ПДУ.ПХОВ2
Ч20;АПР-ПДГ@000000102;Ч134844;Подогреватель воздуха;АПР-ПДГ-ВОЗД-ГТУ;Высокий;Ч.ТЭЦ.9.Г.К
Ч20;АПР-ПДГ@000000103;Ч134845;Подогреватель ОВ-40;АПР-ПДГ-ОВ-40;Высокий;Ч.ТЭЦ.8.ГВС.ВВПГВС1
Ч20;АПР-ПДГ@000000104;Ч134846;Подогреватель ОВ-40;АПР-ПДГ-ОВ-40;Высокий;Ч.ТЭЦ.8.ГВС.ВВП2
Ч20;АПР-ПДГ@000000105;Ч134847;Подогреватель сетевой воды;АПР-ПДГ-ПВС;Высокий;Ч.ТЭЦ.1.ТС.РП.ПСВ1
Ч20;АПР-ПДГ@000000106;Ч134848;Подогреватель низкого давления;АПР-ПДГ-ПНД;Высокий;Ч.ТЭЦ.8.ТА1.ПТ.КС.ПНД
Ч20;АПР-ПДГ@000000107;Ч134849;Подогреватель низкого давления;АПР-ПДГ-ПНД;Высокий;Ч.ТЭЦ.8.ТА5.ПТ.КС.ПНД
Ч20;АПР-ПДГ@000000108;Ч134850;Подогреватель низкого давления;АПР-ПДГ-ПНД;Высокий;Ч.ТЭЦ.8.ТА6.ПТ.КС.ПНД
Ч20;АПР-ПДГ@000000109;Ч134851;Подогреватель низкого давления;АПР-ПДГ-ПНД;Высокий;Ч.ТЭЦ.8.ТА7.ПТ.КС.ПНД
Ч20;АПР-ПДГ@000000110;Ч134852;Паро-водяной подогреватель;АПР-ПДГ-ПП1-53-7-IV;Высокий;Ч.ТЭЦ.6.ТФ.П1
Ч20;АПР-ПДГ@000000111;Ч134853;Паро-водяной подогреватель;АПР-ПДГ-ПП1-53-7-IV;Высокий;Ч.ТЭЦ.6.ТФ.П2
Ч20;АПР-ПДГ@000000112;Ч134854;Паро-водяной подогреватель;АПР-ПДГ-ПП1-53-7-IV;Высокий;Ч.ТЭЦ.6.ТФ.П3
Ч20;АПР-ПДГ@000000113;Ч134855;Паро-водяной подогреватель;АПР-ПДГ-ПП1-53-7-IV;Высокий;Ч.ТЭЦ.6.ТФ.П4
Ч20;АПР-ПДГ@000000114;Ч134856;Подогреватель ПСВ 125-7-15;АПР-ПДГ-ПСВ-125-7-15;Высокий;Ч.ТЭЦ.8.ГВС.ПВП2
Ч20;АПР-ПДГ@000000115;Ч134857;Подогреватель ПСВ 63-7-15;АПР-ПДГ-ПСВ-63-7-15;Высокий;Ч.ТЭЦ.8.ГВС.ПВП3
Ч20;АПР-ПДГ@000000116;Ч134858;Подогреватель ПСВ 90-7-15;АПР-ПДГ-ПСВ-90-7-15;Высокий;Ч.ТЭЦ.8.ГВС.ПВП1
Ч20;АПР-ПДГ@000000117;Ч134859;Подогреватель сырой воды ТКЗ400;АПР-ПДГ-ТКЗ-400;Высокий;Ч.ТЭЦ.8.ПДУ.ПСВ1
Ч20;АПР-ПДГ@000000118;Ч134860;Подогреватель сырой воды ТКЗ400;АПР-ПДГ-ТКЗ-400;Высокий;Ч.ТЭЦ.8.ПДУ.ПСВ2
Ч20;АПР-ПДГ@000000119;Ч134861;Подогреватель сырой воды ТКЗ400;АПР-ПДГ-ТКЗ-400;Высокий;Ч.ТЭЦ.8.ПДУ.ПСВ3
Ч20;АПР-ПДГ@000000120;Ч134862;Подогреватель сырой воды ТКЗ400;АПР-ПДГ-ТКЗ-400;Высокий;Ч.ТЭЦ.8.ПДУ.ПСВ4
Ч20;АПР-ПДГ@000000121;Ч134863;Водо-водяной подогреватель;АПР-ПДГ-ТО-ОСТ34-588-68;Высокий;Ч.ТЭЦ.9.ОБК.618.ОТ.ТП
Ч20;АПР-ПДГ@000000122;Ч134864;Пластинчатыей пароводяной водоподогреватель  №33-3-1/1;АПР-ПДГ-ТО-ТФ-PSHE;Высокий;Ч.ТЭЦ.9.ОБК.901.СО.ТП1
Ч20;АПР-ПДГ@000000123;Ч134865;Пластинчатыей пароводяной водоподогреватель  №33-3-1/2;АПР-ПДГ-ТО-ТФ-PSHE;Высокий;Ч.ТЭЦ.9.ОБК.901.СО.ТП1
Ч20;АПР-ПДГ@000000124;Ч134866;Водо-водяной подогреватель;АПР-ПДГ-ТУ-400-28-255-77Е;Высокий;Ч.ТЭЦ.6.ТФ.П1
Ч20;АПР-ПДГ@000000125;Ч134867;Водо-водяной подогреватель;АПР-ПДГ-ТУ-400-28-255-77Е;Высокий;Ч.ТЭЦ.6.ТФ.П2
Ч20;АПР-ПДГ@000000126;Ч134868;Водо-водяной подогреватель;АПР-ПДГ-ТУ-400-28-255-77Е;Высокий;Ч.ТЭЦ.6.ТФ.П3
Ч20;АПР-ПДГ@000000127;Ч134869;Водо-водяной подогреватель;АПР-ПДГ-ТУ-400-28-255-77Е;Высокий;Ч.ТЭЦ.6.ТФ.П4
Ч20;АПР-ПДГ@000000128;Ч134870;Струйный подогреватель ХОВ;АПР-ПДГ-ЭЖЕК-СТП;Высокий;Ч.ТЭЦ.8.ТА3.ПТ.УП.СТП
Ч20;АПР-ПДГ@000000129;Ч134871;Струйный подогреватель ХОВ;АПР-ПДГ-ЭЖЕК-СТП;Высокий;Ч.ТЭЦ.8.ТА4.ПТ.УП.СТП
Ч20;АПР-ПДГ@000000130;Ч134872;Подогреватель ПСГ-24-0,7-1,6 рег. №07195;АПР-ПДГ-24-0,7-1,6;Высокий;Ч.ТЭЦ.9.Е.В
Ч20;АПР-ПДГ@000000131;Ч134873;Подогреватель ПСГ-24-0,7-1,6 рег. №07196;АПР-ПДГ-24-0,7-1,6;Высокий;Ч.ТЭЦ.9.Е.В
Ч20;АПР-РЕГ@000000001;Ч134874;Регулятор давления пара в теплофикационном отборе;АПР-РЕГ;Высокий;Ч.ТЭЦ.8.ТА6.ПТ.СПР.ТРБТО.РТО
Ч20;АПР-РЕГ@000000002;Ч134875;Регулятор впрыска ОУ1;АПР-РЕГ-ВПРЫСК;Высокий;Ч.ТЭЦ.8.ТА4.ПТ.СПР.РОУ1
Ч20;АПР-РЕГ@000000003;Ч134876;Регулятор впрыска ОУ2;АПР-РЕГ-ВПРЫСК;Высокий;Ч.ТЭЦ.8.ТА4.ПТ.СПР.РОУ2
Ч20;АПР-РЕГ@000000004;Ч134877;Регулятор давления пара в производственном отборе;АПР-РЕГ;Высокий;Ч.ТЭЦ.8.ТА7.ПТ.СПР.ТРБПО.РПО
Ч20;АПР-РЕГ@000000005;Ч134878;Регулятор давления пара в производственном отборе;АПР-РЕГ;Высокий;Ч.ТЭЦ.8.ТА5.ПТ.СПР.ТРБПО.РПО
Ч20;АПР-РЕГ@000000006;Ч134879;Регулятор давления пара в теплофикационном отборе;АПР-РЕГ;Высокий;Ч.ТЭЦ.8.ТА5.ПТ.СПР.ТРБТО.РТО
Ч20;АПР-РСП@000000001;Ч134880;Распылитель ЧОВ;АПР-РСП-ЧОВ;Высокий;Ч.ТЭЦ.9.У.В.Д
Ч20;АПР-СПР@000000193;Ч134881;Барабан с выносными циклонами;АПР-СПР-36-БКЗ-75;Высокий;Ч.ТЭЦ.8.П4.Б.Б
Ч20;АПР-СПР@000000194;Ч134882;Барабан с выносными циклонами;АПР-СПР-36-БКЗ-75;Высокий;Ч.ТЭЦ.8.П6.Б.Б
Ч20;АПР-СПР@000000195;Ч134883;Барабан с выносными циклонами;АПР-СПР-36-БКЗ-75;Высокий;Ч.ТЭЦ.8.П7.Б.Б
Ч20;АПР-СПР@000000196;Ч134884;Барабан с выносными циклонами;АПР-СПР-36-БКЗ-75;Высокий;Ч.ТЭЦ.8.П9.Б.Б
Ч20;АПР-СПР@000000197;Ч134885;Барабан с выносными циклонами;АПР-СПР-36-БКЗ-75;Высокий;Ч.ТЭЦ.8.П10.Б.Б
Ч20;АПР-СПР@000000198;Ч134886;Барабан с выносными циклонами;АПР-СПР-36-БКЗ-75;Высокий;Ч.ТЭЦ.8.П11.Б.Б
Ч20;АПР-СПР@000000199;Ч134887;Барабан с выносными циклонами;АПР-СПР-40-БКЗ-75;Высокий;Ч.ТЭЦ.8.П8.Б.Б
Ч20;АПР-СПР@000000200;Ч134888;Барабан с выносными циклонами;АПР-СПР-ГМ50;Высокий;Ч.ТЭЦ.1.П1.Б.Б
Ч20;АПР-СПР@000000201;Ч134889;Барабан с выносными циклонами;АПР-СПР-ГМ50;Высокий;Ч.ТЭЦ.1.П2.Б.Б
Ч20;АПР-СПР@000000202;Ч134890;Барабан котла;АПР-СПР-Е100;Высокий;Ч.ТЭЦ.9.Е.Б
Ч20;АПР-СПР@000000203;Ч134891;Барабан с выносными циклонами;АПР-СПР-Е50;Высокий;Ч.ТЭЦ.1.П5.Б.Б
Ч20;АПР-СПР@000000204;Ч134892;Барабан с выносными циклонами;АПР-СПР-Е50;Высокий;Ч.ТЭЦ.1.П6.Б.Б
Ч20;АПР-СПР@000000205;Ч134893;Барабан котла-утилизатора;АПР-СПР-КУ;Высокий;Ч.ТЭЦ.9.У.Б
Ч20;АПР-СПР@000000207;Ч134895;Сепаратор минерального масла;АПР-СПР-МИН-ГТУ;Высокий;Ч.ТЭЦ.9.Г.ММ
Ч20;АПР-СПР@000000208;Ч134896;Сепаратор газовый центробежный поз. EKE11AT001;АПР-СПР-СГЦ;Высокий;Ч.ТЭЦ.9.ГП.Т.ГРП
Ч20;АПР-СПР@000000209;Ч134897;Сепаратор газовый центробежный поз. EKE12AT001;АПР-СПР-СГЦ;Высокий;Ч.ТЭЦ.9.ГП.Т.ГРП
Ч20;АПР-СПР@000000210;Ч134898;Циклон выносной правый;АПР-СПР-ЦИК-ГМ50;Высокий;Ч.ТЭЦ.1.П1.Б.ЦП
Ч20;АПР-СПР@000000211;Ч134899;Циклон выносной левый;АПР-СПР-ЦИК-ГМ50;Высокий;Ч.ТЭЦ.1.П1.Б.ЦЛ
Ч20;АПР-СПР@000000212;Ч134900;Циклон выносной правый;АПР-СПР-ЦИК-ГМ50;Высокий;Ч.ТЭЦ.1.П2.Б.ЦП
Ч20;АПР-СПР@000000213;Ч134901;Циклон выносной левый;АПР-СПР-ЦИК-ГМ50;Высокий;Ч.ТЭЦ.1.П2.Б.ЦЛ
Ч20;АПР-СПР@000000214;Ч134902;Циклон выносной правый;АПР-СПР-ЦИК-Е50;Высокий;Ч.ТЭЦ.1.П5.Б.ЦП
Ч20;АПР-СПР@000000215;Ч134903;Циклон выносной левый;АПР-СПР-ЦИК-Е50;Высокий;Ч.ТЭЦ.1.П5.Б.ЦЛ
Ч20;АПР-СПР@000000216;Ч134904;Циклон выносной правый;АПР-СПР-ЦИК-Е50;Высокий;Ч.ТЭЦ.1.П6.Б.ЦП
Ч20;АПР-СПР@000000217;Ч134905;Циклон выносной левый;АПР-СПР-ЦИК-Е50;Высокий;Ч.ТЭЦ.1.П6.Б.ЦЛ
Ч20;АПР-СПР@000000218;Ч134906;Циклон выносной левый;АПР-СПР-ЦИК-ЛВ-БКЗ-75;Высокий;Ч.ТЭЦ.8.П4.Б.ЦЛ
Ч20;АПР-СПР@000000219;Ч134907;Циклон выносной левый;АПР-СПР-ЦИК-ЛВ-БКЗ-75;Высокий;Ч.ТЭЦ.8.П6.Б.ЦЛ
Ч20;АПР-СПР@000000220;Ч134908;Циклон выносной левый;АПР-СПР-ЦИК-ЛВ-БКЗ-75;Высокий;Ч.ТЭЦ.8.П7.Б.ЦЛ
Ч20;АПР-СПР@000000221;Ч134909;Циклон выносной левый;АПР-СПР-ЦИК-ЛВ-БКЗ-75;Высокий;Ч.ТЭЦ.8.П8.Б.ЦЛ
Ч20;АПР-СПР@000000222;Ч134910;Циклон выносной левый;АПР-СПР-ЦИК-ЛВ-БКЗ-75;Высокий;Ч.ТЭЦ.8.П9.Б.ЦЛ
Ч20;АПР-СПР@000000223;Ч134911;Циклон выносной левый;АПР-СПР-ЦИК-ЛВ-БКЗ-75;Высокий;Ч.ТЭЦ.8.П10.Б.ЦЛ
Ч20;АПР-СПР@000000224;Ч134912;Циклон выносной левый;АПР-СПР-ЦИК-ЛВ-БКЗ-75;Высокий;Ч.ТЭЦ.8.П11.Б.ЦЛ
Ч20;АПР-СПР@000000225;Ч134913;Циклон выносной правый;АПР-СПР-ЦИК-ПР-БКЗ-75;Высокий;Ч.ТЭЦ.8.П4.Б.ЦП
Ч20;АПР-СПР@000000226;Ч134914;Циклон выносной правый;АПР-СПР-ЦИК-ПР-БКЗ-75;Высокий;Ч.ТЭЦ.8.П6.Б.ЦП
Ч20;АПР-СПР@000000227;Ч134915;Циклон выносной правый;АПР-СПР-ЦИК-ПР-БКЗ-75;Высокий;Ч.ТЭЦ.8.П7.Б.ЦП
Ч20;АПР-СПР@000000228;Ч134916;Циклон выносной правый;АПР-СПР-ЦИК-ПР-БКЗ-75;Высокий;Ч.ТЭЦ.8.П8.Б.ЦП
Ч20;АПР-СПР@000000229;Ч134917;Циклон выносной правый;АПР-СПР-ЦИК-ПР-БКЗ-75;Высокий;Ч.ТЭЦ.8.П9.Б.ЦП
Ч20;АПР-СПР@000000230;Ч134918;Циклон выносной правый;АПР-СПР-ЦИК-ПР-БКЗ-75;Высокий;Ч.ТЭЦ.8.П10.Б.ЦП
Ч20;АПР-СПР@000000231;Ч134919;Циклон выносной правый;АПР-СПР-ЦИК-ПР-БКЗ-75;Высокий;Ч.ТЭЦ.8.П11.Б.ЦП
Ч20;АПР-СПР@000000232;Ч134920;Расширитель непрерывной продувки;АПР-СПР-РНП-Е100;Высокий;Ч.ТЭЦ.9.Е.В.РН
Ч20;АПР-СПР@000000233;Ч134921;Расширитель непрерывной продувки;АПР-СПР-РПН-КУ;Высокий;Ч.ТЭЦ.9.У.В.РН
Ч20;АПР-СПР@000000234;Ч134922;Расширитель периодической продувки;АПР-СПР-РПП-Е100;Высокий;Ч.ТЭЦ.9.Е.В.РП
Ч20;АПР-СПР@000000235;Ч134923;Расширитель периодической продувки;АПР-СПР-РПП-КУ;Высокий;Ч.ТЭЦ.9.У.В.РП
Ч20;АПР-СПР@000000236;Ч134924;Расширитель продувки Р16-1;АПР-СПР;Высокий;Ч.ТЭЦ.1.ОБК.ДР.Р161
Ч20;АПР-СПР@000000237;Ч134925;Расширитель продувки Р16-1;АПР-СПР;Высокий;Ч.ТЭЦ.1.ОБК.ДР.Р162
Ч20;АПР-СПР@000000238;Ч134926;Расширитель продувки Е19;АПР-СПР;Высокий;Ч.ТЭЦ.1.ОБК.ДР.Е19
Ч20;АПР-СПР@000000239;Ч134927;Сепаратор С10;АПР-СПР;Высокий;Ч.ТЭЦ.1.ОБК.ДР.С10
Ч20;АПР-СПР@000000240;Ч134928;Сепаратор С11;АПР-СПР;Высокий;Ч.ТЭЦ.1.ОБК.ДР.С11
Ч20;АПР-СПР@000000241;Ч134929;Сепаратор С13;АПР-СПР;Высокий;Ч.ТЭЦ.1.ОБК.ДР.С13
Ч20;АПР-ЭЖЕК@000000055;Ч134930;Эжектор основной ЭО-1;АПР-ЭЖЕК-ЭО-1;Высокий;Ч.ТЭЦ.8.ТА5.ПТ.ВС.ЭО1
Ч20;АПР-ЭЖЕК@000000056;Ч134931;Эжектор основной ЭО-1;АПР-ЭЖЕК-ЭО-1;Высокий;Ч.ТЭЦ.8.ТА6.ПТ.ВС.ЭО1
Ч20;АПР-ЭЖЕК@000000057;Ч134932;Эжектор основной ЭО-1;АПР-ЭЖЕК-ЭО-1;Высокий;Ч.ТЭЦ.8.ТА7.ПТ.ВС.ЭО1
Ч20;АПР-ЭЖЕК@000000058;Ч134933;Эжектор основной ЭО-2;АПР-ЭЖЕК-ЭО-2;Высокий;Ч.ТЭЦ.8.ТА5.ПТ.ВС.ЭО2
Ч20;АПР-ЭЖЕК@000000059;Ч134934;Эжектор основной ЭО-2;АПР-ЭЖЕК-ЭО-2;Высокий;Ч.ТЭЦ.8.ТА6.ПТ.ВС.ЭО2
Ч20;АПР-ЭЖЕК@000000060;Ч134935;Эжектор основной ЭО-2;АПР-ЭЖЕК-ЭО-2;Высокий;Ч.ТЭЦ.8.ТА7.ПТ.ВС.ЭО2
Ч20;АПР-ЭЖЕК@000000061;Ч134936;Эжектор основной ЭО-30;АПР-ЭЖЕК-ЭО-30;Высокий;Ч.ТЭЦ.8.ТА1.ПТ.ВС.ЭО30
Ч20;АПР-ЭЖЕК@000000062;Ч134937;Эжектор основной ЭО-30;АПР-ЭЖЕК-ЭО-30;Высокий;Ч.ТЭЦ.8.ТА2.ПТ.ВС.ЭО30
Ч20;АПР-ЭЖЕК@000000063;Ч134938;Эжектор уплотнений ЭО-30;АПР-ЭЖЕК-ЭО-30;Высокий;Ч.ТЭЦ.8.ТА2.ПТ.ВС.ЭУ
Ч20;АПР-ЭЖЕК@000000064;Ч134939;Пусковой эжектор ЭП150;АПР-ЭЖЕК-ЭП-150;Высокий;Ч.ТЭЦ.8.ТА1.ПТ.ВС.ЭП150
Ч20;АПР-ЭЖЕК@000000065;Ч134940;пусковой эжектор ЭП150;АПР-ЭЖЕК-ЭП-150;Высокий;Ч.ТЭЦ.8.ТА2.ПТ.ВС.ЭП150
Ч20;АПР-ЭЖЕК@000000066;Ч134941;пусковой эжектор ЭП150;АПР-ЭЖЕК-ЭП-150;Высокий;Ч.ТЭЦ.8.ТА5.ПТ.ВС.ЭП150
Ч20;АПР-ЭЖЕК@000000067;Ч134942;пусковой эжектор ЭП150;АПР-ЭЖЕК-ЭП-150;Высокий;Ч.ТЭЦ.8.ТА6.ПТ.ВС.ЭП150
Ч20;АПР-ЭЖЕК@000000068;Ч134943;пусковой эжектор ЭП150;АПР-ЭЖЕК-ЭП-150;Высокий;Ч.ТЭЦ.8.ТА7.ПТ.ВС.ЭП150
Ч20;АПР-ЭЖЕК@000000069;Ч134944;Эжектор уплотнений ЭУ;АПР-ЭЖЕК-ЭУ;Высокий;Ч.ТЭЦ.8.ТА5.ПТ.ВС.ЭУ
Ч20;АПР-ЭЖЕК@000000070;Ч134945;Эжектор уплотнений ЭУ;АПР-ЭЖЕК-ЭУ;Высокий;Ч.ТЭЦ.8.ТА6.ПТ.ВС.ЭУ
Ч20;АПР-ЭЖЕК@000000071;Ч134946;Эжектор уплотнений ЭУ;АПР-ЭЖЕК-ЭУ;Высокий;Ч.ТЭЦ.8.ТА7.ПТ.ВС.ЭУ
Ч20;ВНТ-ВНТ@000000648;Ч134947;Вентилятор;ВНТ-ВНТ;Высокий;Ч.ТЭЦ.8.ТА6.ПТ.СО.ВСНГ1
Ч20;ВНТ-ВНТ@000000649;Ч134948;Вентилятор;ВНТ-ВНТ;Высокий;Ч.ТЭЦ.8.ТА6.ПТ.СО.ВСНГ2
Ч20;ВНТ-ВНТ@000000650;Ч134949;Воздушная завеса;ВНТ-ВНТ;Средний;Ч.ТЭЦ.8.ОБК.СВИК.В.3.ВЗ/ГЩУ1
Ч20;ВНТ-ВНТ@000000651;Ч134950;Воздушная завеса;ВНТ-ВНТ;Средний;Ч.ТЭЦ.8.ОБК.СВИК.В.3.ВЗ/ГРУ1
Ч20;ВНТ-ВНТ@000000652;Ч134951;Вентилятор;ВНТ-ВНТ;Средний;Ч.ТЭЦ.8.ОБК.СВИК.В.8.В/ВТГ6
Ч20;ВНТ-ВНТ@000000653;Ч134952;Вентилятор;ВНТ-ВНТ;Средний;Ч.ТЭЦ.8.ОБК.СВИК.В.3.П-1/6/К
Ч20;ВНТ-ВНТ@000000654;Ч134953;Вентилятор;ВНТ-ВНТ;Средний;Ч.ТЭЦ.8.ОБК.СВИК.В.3.П-1/7/К
Ч20;ВНТ-ВНТ@000000655;Ч134954;Вентилятор;ВНТ-ВНТ;Средний;Ч.ТЭЦ.8.ОБК.СВИК.В.3.К1/2
Ч20;ВНТ-ВНТ@000000656;Ч134955;Вентилятор;ВНТ-ВНТ;Средний;Ч.ТЭЦ.8.ОБК.СВИК.В.3.К/ПН
Ч20;ВНТ-ВНТ@000000657;Ч134956;Вентилятор;ВНТ-ВНТ;Средний;Ч.ТЭЦ.8.ОБК.СВИК.В.3.АО5/КЦ
Ч20;ВНТ-ВНТ@000000658;Ч134957;Вентилятор;ВНТ-ВНТ;Средний;Ч.ТЭЦ.8.ОБК.СВИК.В.3.АО9/КЦ
Ч20;ВНТ-ВНТ@000000659;Ч134958;Вентилятор;ВНТ-ВНТ;Средний;Ч.ТЭЦ.8.ОБК.СВИК.В.3.АО10/КЦ
Ч20;ВНТ-ВНТ@000000660;Ч134959;Вентилятор;ВНТ-ВНТ;Средний;Ч.ТЭЦ.8.ОБК.СВИК.В.8.АО5/ТЦ2
Ч20;ВНТ-ВНТ@000000661;Ч134960;Вентилятор;ВНТ-ВНТ;Средний;Ч.ТЭЦ.8.ОБК.СВИК.В.8.АО8/ТЦ2
Ч20;ВНТ-ВНТ@000000662;Ч134961;Воздушная завеса;ВНТ-ВНТ;Средний;Ч.ТЭЦ.8.ОБК.СВИК.В.8.ВЗ1/ГРУ
Ч20;ВНТ-ВНТ@000000663;Ч134962;Воздушная завеса;ВНТ-ВНТ;Средний;Ч.ТЭЦ.8.ОБК.СВИК.В.8.ВЗ2/ГРУ
Ч20;ВНТ-ВНТ@000000664;Ч134963;Воздушная завеса;ВНТ-ВНТ;Средний;Ч.ТЭЦ.8.ОБК.СВИК.В.8.ВЗ1/АБК
Ч20;ВНТ-ВНТ@000000665;Ч134964;Воздушная завеса;ВНТ-ВНТ;Средний;Ч.ТЭЦ.8.ОБК.СВИК.В.8.ВЗ2/АБК
Ч20;ВНТ-ВНТ@000000666;Ч134965;Воздушная завеса;ВНТ-ВНТ;Средний;Ч.ТЭЦ.8.ОБК.СВИК.В.8.ВЗ/ПН
Ч20;ВНТ-ВНТ@000000667;Ч134966;Вентилятор;ВНТ-ВНТ;Высокий;Ч.ТЭЦ.1.ОБК.ВК.В1
Ч20;ВНТ-ВНТ@000000668;Ч134967;Вентилятор;ВНТ-ВНТ;Высокий;Ч.ТЭЦ.1.ОБК.ВК.В2
Ч20;ВНТ-ВНТ@000000669;Ч134968;Вентилятор;ВНТ-ВНТ;Высокий;Ч.ТЭЦ.1.ОБК.ВК.В3
